DATE,PO_NUMBER,PAYMENT_NUMBER,INVOICE_NUMBER,SHIPMENT_NUMBER,TRUCK_NUMBER,PARTOL_TYPE,O'ty (Liter),AMOUNT,AGENT
14/3/2018,2203049068,20029325,300101339,2203049068,นม.70-6589,DIESEL,9712.22,266600.439,GROUP1
14/3/2018,2203049088,20042326,300537581,2203049088,ชม.70-5122,DIESEL,8994,246885.3,GROUP1
14/3/2018,2203049102,20015947,300660771,2203049102,กท.79-0643,DIESEL,9217.42,253018.179,GROUP1
14/3/2018,2203049107,20044148,300756975,2203049107,ฉช.82-4812,DIESEL,9892.58,271551.321,GROUP1
14/3/2018,2203049151,20035699,300831180,2203049151,กท.74-9070,DIESEL,8676.34,238165.533,GROUP1
14/3/2018,2203049191,20070185,300818432,2203049191,นม.70-6730,DIESEL,9612.28,263857.086,GROUP1
14/3/2018,2203049196,20066434,300435408,2203049196,ชบ.84-7975,DIESEL,9032.04,247929.498,GROUP1
14/3/2018,2203049239,20082858,300720759,2203049239,กท.79-1961,DIESEL,8109.02,222592.599,GROUP1
14/3/2018,2203049264,20081722,300302831,2203049264,กท.79-2716,DIESEL,9464.82,259809.309,GROUP1
15/3/2018,2203049633,20077102,300810709,2203049633,ชม.70-4355,DIESEL,9879.54,275342.7798,GROUP1
15/3/2018,2203049634,20067630,300810736,2203049634,สค.70-6119,GASOHOL95,9382.22,297979.3072,GROUP1
15/3/2018,2203049635,20034498,300519106,2203049635,สค.70-5407,GASOHOL95,9997.9,317533.304,GROUP1
15/3/2018,2203049636,20098404,300772419,2203049636,ชม.70-4219,DIESEL,8199.98,228533.4426,GROUP1
15/3/2018,2203049640,20021669,300850017,2203049640,ชม.70-5302,DIESEL,7277.04,202811.1048,GROUP1
15/3/2018,2203049642,20045218,300295086,2203049642,สค.70-2507,DIESEL,9999.86,278696.0982,GROUP1
15/3/2018,2203049664,20064102,300812593,2203049664,รย.71-2638,DIESEL,9848.36,274473.7932,GROUP1
15/3/2018,2203049693,20036668,300450032,2203049693,สค.70-6125,DIESEL,9127.9,254394.573,GROUP1
15/3/2018,2203049698,20037390,300486324,2203049698,สค.70-4397,GASOHOL95,9994.56,317427.2256,GROUP1
15/3/2018,2203049764,20057157,300276336,2203049764,ฉช.82-3201,DIESEL,9995.06,278562.3222,GROUP1
15/3/2018,2203049771,20062108,300903039,2203049771,ฉช.82-8528,DIESEL,9849.96,274518.3852,GROUP1
15/3/2018,2203049790,20064926,300426031,2203049790,ฉช.82-8346,DIESEL,9523.78,265427.7486,GROUP1
15/3/2018,2203049865,20079755,300696223,2203049865,กท.76-4825,GASOHOL95,8989.12,285494.4512,GROUP1
15/3/2018,2203049883,20096683,300251164,2203049883,กท.61-8383,DIESEL,9999.58,278688.2946,GROUP1
15/3/2018,2203049924,20065307,300801582,2203049924,ชบ.82-4190,DIESEL,9757.7,271947.099,GROUP1
15/3/2018,2203049925,20038124,300333832,2203049925,กท.78-6742,DIESEL,8599.98,239681.4426,GROUP1
15/3/2018,2203049930,20040236,300518722,2203049930,กท.79-1830,DIESEL,9863.08,274884.0396,GROUP1
15/3/2018,2203049932,20057888,300724409,2203049932,กท.79-5584,DIESEL,9472.96,264011.3952,GROUP1
15/3/2018,2203049937,20076565,300849256,2203049937,กท.78-7993,DIESEL,9673.68,269605.4616,GROUP1
15/3/2018,2203049942,20085756,300106480,2203049942,สค.70-6123,DIESEL,8136.06,226751.9922,GROUP1
15/3/2018,2203049958,20080037,300994172,2203049958,กท.79-7440,GASOHOL95,8371.9,265891.544,GROUP1
15/3/2018,2203049961,20017651,300290521,2203049961,กท.79-5843,DIESEL,9497.38,264691.9806,GROUP1
15/3/2018,2203049963,20078113,300739347,2203049963,กท.61-7782,GASOHOL95,9984.76,317115.9776,GROUP1
15/3/2018,2203049966,20077670,300742186,2203049966,ฉช.82-7443,DIESEL,9999.76,278693.3112,GROUP1
15/3/2018,2203049968,20021631,300464367,2203049968,กท.79-5578,DIESEL,9999.98,278699.4426,GROUP1
15/3/2018,2203050009,20093293,300110902,2203050009,กท.77-8133,DIESEL,9496.58,264669.6846,GROUP1
15/3/2018,2203050016,20037872,300247740,2203050016,กท.74-9067,DIESEL,8216.94,229006.1178,GROUP1
15/3/2018,2203050021,20027634,300947665,2203050021,กท.77-9738,DIESEL,9212.66,256756.8342,GROUP1
15/3/2018,2203050053,20021963,300937784,2203050053,กท.79-0841,DIESEL,9003.06,250915.2822,GROUP1
15/3/2018,2203050081,20067282,300246085,2203050081,กท.60-4205,GASOHOL95,9816.68,311777.7568,GROUP1
15/3/2018,2203050089,20097132,300510837,2203050089,จบ.81-2529,DIESEL,7002.12,195149.0844,GROUP1
15/3/2018,2203050107,20088310,300816531,2203050107,กท.79-5579,DIESEL,7523.82,209688.8634,GROUP1
15/3/2018,2203050118,20061710,300656193,2203050118,กท.79-0144,DIESEL,9200.86,256427.9682,GROUP1
15/3/2018,2203050129,20040059,300189351,2203050129,กท.79-2717,DIESEL,8871.3,247243.131,GROUP1
15/3/2018,2203050157,20050446,300156801,2203050157,กท.77-8134,DIESEL,9945.98,277194.4626,GROUP1
15/3/2018,2203050222,20024940,300282651,2203050222,กท.75-1033,GASOHOL95,9158.9,290886.664,GROUP1
15/3/2018,2203050230,20013881,300632110,2203050230,กท.79-0642,DIESEL,9774.4,272412.528,GROUP1
15/3/2018,2203050271,20041765,300548963,2203050271,กท.79-0641,DIESEL,9358.24,260814.1488,GROUP1
15/3/2018,2203050280,20044519,300441357,2203050280,กท.78-6739,DIESEL,8928.14,248827.2618,GROUP1
15/3/2018,2203050302,20079305,300613924,2203050302,ชม.70-5261,DIESEL,9626.96,268303.3752,GROUP1
15/3/2018,2203050342,20034897,300250804,2203050342,กท.79-5841,DIESEL,8982.54,250343.3898,GROUP1
15/3/2018,2203050343,20080325,300741259,2203050343,กท.78-6744,DIESEL,9599.8,267546.426,GROUP1
15/3/2018,2203050367,20076212,300822508,2203050367,กท.75-7868,DIESEL,6267.12,174664.6344,GROUP1
15/3/2018,2203050420,20022616,300538959,2203050420,กท.78-1149,DIESEL,9095.62,253494.9294,GROUP1
15/3/2018,2203050426,20096093,300853569,2203050426,ชบ.71-4793,GASOHOL95,9665.98,306991.5248,GROUP1
15/3/2018,2203050463,20088260,300603780,2203050463,ฉช.82-7170,DIESEL,9627.52,268318.9824,GROUP1
15/3/2018,2203050476,20042546,300389373,2203050476,กท.61-6471,GASOHOL95,9082.34,288455.1184,GROUP1
15/3/2018,2203050554,20060004,300344435,2203050554,ฉช.82-2839,DIESEL,9886.94,275549.0178,GROUP1
15/3/2018,2203050599,20047781,300145161,2203050599,กท.60-4208,GASOHOL95,9414.8,299014.048,GROUP1
15/3/2018,2203050686,20033569,300989199,2203050686,ชม.70-5299,DIESEL,8494.9,236752.863,GROUP1
15/3/2018,2203050691,20061572,300942836,2203050691,ตร.80-2192,DIESEL,9344.84,260440.6908,GROUP1
15/3/2018,2203050717,20094524,300615785,2203050717,ชบ.84-7139,DIESEL,9999.96,278698.8852,GROUP1
15/3/2018,2203050731,20011475,300953094,2203050731,กท.78-7993,DIESEL,9513.64,265145.1468,GROUP1
15/3/2018,2203050768,20023328,300964660,2203050768,กท.79-3259,DIESEL,9985.38,278292.5406,GROUP1
15/3/2018,2203050840,20021785,300176435,2203050840,กท.79-2717,DIESEL,8595,239542.65,GROUP1
15/3/2018,2203050892,20012598,300469272,2203050892,ชม.70-5124,DIESEL,8837.6,246303.912,GROUP1
15/3/2018,2203050977,20076599,300416001,2203050977,กท.77-9738,DIESEL,9007.14,251028.9918,GROUP1
15/3/2018,2203051012,20094377,300813904,2203051012,ชบ.85-3878,DIESEL,9502.08,264822.9696,GROUP1
15/3/2018,2203051055,20032923,300285254,2203051055,ชม.70-5192,DIESEL,8915.56,248476.6572,GROUP1
15/3/2018,2203051063,20040839,300753172,2203051063,กท.75-7868,DIESEL,9954.02,277418.5374,GROUP1
15/3/2018,2203051075,20048952,300883731,2203051075,กท.77-8133,DIESEL,9970.6,277880.622,GROUP1
15/3/2018,2203051088,20086597,300497588,2203051088,ลพ.70-0785,DIESEL,9074.94,252918.5778,GROUP1
15/3/2018,2203051101,20073004,300748667,2203051101,ฉช.82-8346,DIESEL,9999.86,278696.0982,GROUP1
15/3/2018,2203051176,20027265,300804735,2203051176,กท.78-6742,DIESEL,9650.98,268972.8126,GROUP1
15/3/2018,2203051263,20012751,300813365,2203051263,กท.79-1830,DIESEL,7514.38,209425.7706,GROUP1
15/3/2018,2203051288,20041718,300358395,2203051288,กท.61-8383,DIESEL,9559.08,266411.5596,GROUP1
15/3/2018,2203051327,20022246,300147047,2203051327,กท.79-1961,DIESEL,9168.34,255521.6358,GROUP1
15/3/2018,2203051335,20026396,300736831,2203051335,นม.70-6719,GASOHOL95,9999.44,317582.2144,GROUP1
15/3/2018,2203051338,20064805,300301296,2203051338,นม.70-5380,GASOHOL95,9821.22,311921.9472,GROUP1
15/3/2018,2203051339,20066537,300529243,2203051339,กท.60-2723,GASOHOL95,9621.62,305582.6512,GROUP1
15/3/2018,2203051342,20075703,300581104,2203051342,กท.79-0641,DIESEL,7532.1,209919.627,GROUP1
15/3/2018,2203051343,20034277,300977612,2203051343,กท.79-3258,DIESEL,9915.16,276335.5092,GROUP1
15/3/2018,2203051388,20029043,300551314,2203051388,กท.74-9067,DIESEL,8568.38,238800.7506,GROUP1
15/3/2018,2203051441,20034082,300438341,2203051441,กท.79-0144,DIESEL,9942.8,277105.836,GROUP1
15/3/2018,2203051457,20063652,300841379,2203051457,กท.79-5584,DIESEL,8351.5,232756.305,GROUP1
15/3/2018,2203051466,20017717,300550748,2203051466,กท.79-0642,DIESEL,8375.18,233416.2666,GROUP1
15/3/2018,2203051467,20081791,300155432,2203051467,กท.79-0841,DIESEL,8138.36,226816.0932,GROUP1
15/3/2018,2203051471,20022776,300694616,2203051471,กท.79-5579,DIESEL,9831.3,273998.331,GROUP1
15/3/2018,2203051495,20023068,300274054,2203051495,กท.78-1149,DIESEL,8237.4,229576.338,GROUP1
15/3/2018,2203051497,20029661,300684796,2203051497,กท.79-2716,DIESEL,9583.08,267080.4396,GROUP1
15/3/2018,2203051514,20069797,300781679,2203051514,ชบ.84-7156,DIESEL,9873.14,275164.4118,GROUP1
15/3/2018,2203051556,20048122,300233830,2203051556,กท.79-5842,DIESEL,6938.4,193373.208,GROUP1
15/3/2018,2203051607,20097692,300729002,2203051607,ฉช.81-4230,DIESEL,8432.2,235005.414,GROUP1
15/3/2018,2203051658,20073058,300685506,2203051658,กท.79-8993,DIESEL,9964.04,277697.7948,GROUP1
15/3/2018,2203051678,20061022,300834556,2203051678,กท.74-9070,DIESEL,9999.58,278688.2946,GROUP1
15/3/2018,2203051701,20068910,300703259,2203051701,ฉช.82-7443,DIESEL,9967.46,277793.1102,GROUP1
15/3/2018,2203051759,20022047,300874809,2203051759,กท.79-5841,DIESEL,9001.48,250871.2476,GROUP1
15/3/2018,2203051850,20087897,300613843,2203051850,ลพ.70-0786,DIESEL,8518.96,237423.4152,GROUP1
15/3/2018,2203051877,20021162,300533328,2203051877,กท.79-0643,DIESEL,9771.82,272340.6234,GROUP1
15/3/2018,2203051929,20094372,300381104,2203051929,ชม.70-5300,DIESEL,8798.8,245222.556,GROUP1
15/3/2018,2203051931,20062320,300622436,2203051931,กท.79-3259,DIESEL,9556.9,266350.803,GROUP1
15/3/2018,2203051968,20065163,300857109,2203051968,ชม.70-5122,DIESEL,6622.64,184572.9768,GROUP1
15/3/2018,2203052004,20096939,300129994,2203052004,กท.78-6739,DIESEL,7811.96,217719.3252,GROUP1
15/3/2018,2203052040,20096836,300598503,2203052040,กท.79-0642,DIESEL,9365.26,261009.7962,GROUP1
15/3/2018,2203052086,20098860,300407060,2203052086,กท.78-6742,DIESEL,9691.86,270112.1382,GROUP1
15/3/2018,2203052119,20078035,300713778,2203052119,กท.79-5579,DIESEL,9996,278588.52,GROUP1
15/3/2018,2203052120,20046398,300362842,2203052120,กท.74-9067,DIESEL,9838.34,274194.5358,GROUP1
15/3/2018,2203052129,20012495,300926167,2203052129,กท.77-8134,DIESEL,9751.62,271777.6494,GROUP1
15/3/2018,2203052180,20063302,300297653,2203052180,กท.78-6739,DIESEL,9166.94,255482.6178,GROUP1
15/3/2018,2203052183,20075849,300330096,2203052183,กท.79-0144,DIESEL,9999.92,278697.7704,GROUP1
15/3/2018,2203052184,20034802,300806140,2203052184,กท.79-0841,DIESEL,9264.72,258207.7464,GROUP1
15/3/2018,2203052238,20085531,300586260,2203052238,ฉช.82-7443,DIESEL,9457.82,263589.4434,GROUP1
15/3/2018,2203052246,20029486,300263282,2203052246,กท.77-8133,DIESEL,7553.84,210525.5208,GROUP1
15/3/2018,2203052255,20087375,300169733,2203052255,กท.79-5584,DIESEL,9862.04,274855.0548,GROUP1
15/3/2018,2203052259,20032544,300189731,2203052259,กท.78-7993,DIESEL,8846.34,246547.4958,GROUP1
16/3/2018,2203052517,20070768,300908351,2203052517,สค.70-4386,GASOHOL95,9426.58,300425.1046,GROUP1
16/3/2018,2203052518,20052010,300883732,2203052518,สค.70-6119,GASOHOL95,8125.52,258960.3224,GROUP1
16/3/2018,2203052519,20027414,300386294,2203052519,ชม.70-4355,DIESEL,9974.64,274701.5856,GROUP1
16/3/2018,2203052520,20032453,300451418,2203052520,ชม.70-4219,DIESEL,6988.32,192458.3328,GROUP1
16/3/2018,2203052525,20069627,300319296,2203052525,สค.70-4335,GASOHOL95,8477.1,270165.177,GROUP1
16/3/2018,2203052530,20072269,300535481,2203052530,สค.70-6125,DIESEL,6349.16,174855.8664,GROUP1
16/3/2018,2203052630,20079032,300669644,2203052630,ฉช.82-3201,DIESEL,7175.7,197618.778,GROUP1
16/3/2018,2203052677,20034775,300589211,2203052677,ลพ.70-0785,DIESEL,7952.4,219009.096,GROUP1
16/3/2018,2203052679,20025353,300239394,2203052679,ชม.70-5299,DIESEL,8709.02,239846.4108,GROUP1
16/3/2018,2203052693,20028452,300362969,2203052693,ฉช.82-2839,DIESEL,9358.3,257727.582,GROUP1
16/3/2018,2203052768,20095251,300510865,2203052768,กท.79-6703,DIESEL,9656.88,265950.4752,GROUP1
16/3/2018,2203052792,20083602,300666574,2203052792,สค.70-4333,GASOHOL95,6891.76,219640.3912,GROUP1
16/3/2018,2203052794,20019676,300130447,2203052794,กท.79-0644,DIESEL,7251,199692.54,GROUP1
16/3/2018,2203052796,20079909,300455802,2203052796,กท.79-7691,DIESEL,9999.84,275395.5936,GROUP1
16/3/2018,2203052869,20066779,300629133,2203052869,กท.78-6742,DIESEL,9863.14,271630.8756,GROUP1
16/3/2018,2203052871,20033882,300551180,2203052871,กท.78-1149,DIESEL,8177.16,225198.9864,GROUP1
16/3/2018,2203052872,20084794,300566119,2203052872,กท.75-1033,GASOHOL95,9963.12,317524.6344,GROUP1
16/3/2018,2203052874,20033570,300388871,2203052874,กท.79-0841,DIESEL,8929.26,245911.8204,GROUP1
16/3/2018,2203052884,20080775,300876969,2203052884,สค.70-6123,DIESEL,10000,275400,GROUP1
16/3/2018,2203052890,20027373,300270838,2203052890,กท.79-0144,DIESEL,9939.32,273728.8728,GROUP1
16/3/2018,2203052906,20054469,300743761,2203052906,กท.79-2716,DIESEL,9774.62,269193.0348,GROUP1
16/3/2018,2203052925,20053143,300829492,2203052925,กท.77-8134,DIESEL,9314.02,256508.1108,GROUP1
16/3/2018,2203052928,20084459,300619942,2203052928,กท.79-5578,DIESEL,9089.34,250320.4236,GROUP1
16/3/2018,2203052933,20086321,300938984,2203052933,ชม.70-5261,DIESEL,9850.82,271291.5828,GROUP1
16/3/2018,2203052971,20052944,300811636,2203052971,กท.77-9738,DIESEL,8814.9,242762.346,GROUP1
16/3/2018,2203052990,20036324,300847376,2203052990,กท.79-5843,DIESEL,8811.7,242674.218,GROUP1
16/3/2018,2203052999,20019516,300357886,2203052999,กท.74-9070,DIESEL,8178.68,225240.8472,GROUP1
16/3/2018,2203053005,20061067,300184725,2203053005,กท.76-4825,GASOHOL95,9820.02,312964.0374,GROUP1
16/3/2018,2203053019,20052013,300105173,2203053019,กท.79-0642,DIESEL,8744.58,240825.7332,GROUP1
16/3/2018,2203053029,20094211,300130770,2203053029,กท.79-5579,DIESEL,9958.08,274245.5232,GROUP1
16/3/2018,2203053039,20043833,300619229,2203053039,กท.79-0643,DIESEL,9954.12,274136.4648,GROUP1
16/3/2018,2203053040,20098171,300347783,2203053040,กท.79-0641,DIESEL,9957.8,274237.812,GROUP1
16/3/2018,2203053084,20081705,300416581,2203053084,กท.79-2717,DIESEL,9731.12,267995.0448,GROUP1
16/3/2018,2203053121,20037185,300317369,2203053121,ชม.70-5301,DIESEL,7602.9,209383.866,GROUP1
16/3/2018,2203053208,20029183,300754745,2203053208,กท.78-6744,DIESEL,7776.72,214170.8688,GROUP1
16/3/2018,2203053361,20032677,300723166,2203053361,กท.75-7868,DIESEL,9936.88,273661.6752,GROUP1
16/3/2018,2203053384,20055012,300611616,2203053384,กท.61-4720,DIESEL,9554.24,263123.7696,GROUP1
16/3/2018,2203053521,20015703,300344906,2203053521,กท.79-5842,DIESEL,9994.68,275253.4872,GROUP1
16/3/2018,2203053678,20043138,300461314,2203053678,ชบ.82-4190,DIESEL,7813.92,215195.3568,GROUP1
16/3/2018,2203053681,20038756,300292982,2203053681,ชม.70-5302,DIESEL,9729.98,267963.6492,GROUP1
16/3/2018,2203053718,20031784,300298897,2203053718,กท.79-0841,DIESEL,9985,274986.9,GROUP1
16/3/2018,2203053726,20096882,300949422,2203053726,กท.78-1149,DIESEL,9709.3,267394.122,GROUP1
16/3/2018,2203053729,20094581,300164606,2203053729,กท.60-4207,GASOHOL95,9573.9,305120.193,GROUP1
16/3/2018,2203053842,20034148,300717392,2203053842,นม.70-5434,GASOHOL95,9020.6,287486.522,GROUP1
16/3/2018,2203053843,20056644,300750183,2203053843,กท.78-6742,DIESEL,9812.08,270224.6832,GROUP1
16/3/2018,2203053853,20065344,300424530,2203053853,สบ.71-0828,GASOHOL95,7112.32,226669.6384,GROUP1
16/3/2018,2203053881,20081835,300377649,2203053881,สบ.71-0408,GASOHOL95,6096.6,194298.642,GROUP1
16/3/2018,2203053885,20069199,300897844,2203053885,ฉช.81-3257,DIESEL,9312.84,256475.6136,GROUP1
16/3/2018,2203053892,20027516,300634530,2203053892,กท.78-6744,DIESEL,9990.62,275141.6748,GROUP1
16/3/2018,2203053896,20095429,300593126,2203053896,ชบ.84-7975,DIESEL,9999.84,275395.5936,GROUP1
16/3/2018,2203053954,20097465,300736022,2203053954,กท.77-8134,DIESEL,9999.98,275399.4492,GROUP1
16/3/2018,2203053956,20070506,300726155,2203053956,ชบ.71-8902,GASOHOL95,8871.88,282746.8156,GROUP1
16/3/2018,2203053999,20078556,300391534,2203053999,กท.79-2717,DIESEL,9868.46,271777.3884,GROUP1
16/3/2018,2203054030,20035903,300931121,2203054030,กท.79-6705,DIESEL,9878.1,272042.874,GROUP1
16/3/2018,2203054058,20039151,300897985,2203054058,ชบ.85-3878,DIESEL,9998.7,275364.198,GROUP1
16/3/2018,2203054078,20017649,300987107,2203054078,นม.70-6737,GASOHOL95,9997.42,318617.7754,GROUP1
16/3/2018,2203054084,20091119,300924378,2203054084,ชบ.71-4792,GASOHOL95,9749.32,310710.8284,GROUP1
16/3/2018,2203054087,20019161,300645646,2203054087,นม.70-6891,GASOHOL95,8864.18,282501.4166,GROUP1
16/3/2018,2203054092,20099318,300534093,2203054092,นม.70-7496,GASOHOL95,9267.16,295344.3892,GROUP1
16/3/2018,2203054131,20036725,300963835,2203054131,กท.79-5578,DIESEL,9994.2,275240.268,GROUP1
16/3/2018,2203054165,20073507,300514876,2203054165,กท.79-5841,DIESEL,9978.88,274818.3552,GROUP1
16/3/2018,2203054169,20043006,300725438,2203054169,รย.82-0448,DIESEL,9273.96,255404.8584,GROUP1
16/3/2018,2203054213,20034220,300904245,2203054213,จบ.70-0722,GASOHOL95,9719.9,309773.213,GROUP1
16/3/2018,2203054231,20045078,300706907,2203054231,กท.79-2716,DIESEL,8453.52,232809.9408,GROUP1
16/3/2018,2203054245,20099819,300730510,2203054245,สค.70-4074,DIESEL,9972.72,274648.7088,GROUP1
16/3/2018,2203054267,20013602,300119847,2203054267,ลพ.70-0786,DIESEL,9963.72,274400.8488,GROUP1
16/3/2018,2203054295,20054929,300623223,2203054295,กท.74-9070,DIESEL,8682.96,239128.7184,GROUP1
16/3/2018,2203054301,20057574,300671655,2203054301,ชม.70-5122,DIESEL,7853.02,216272.1708,GROUP1
16/3/2018,2203054303,20069840,300209619,2203054303,จบ.80-3645,DIESEL,9725.04,267827.6016,GROUP1
16/3/2018,2203054338,20035953,300195315,2203054338,กท.79-0641,DIESEL,9999.92,275397.7968,GROUP1
16/3/2018,2203054374,20061106,300925726,2203054374,กท.77-9738,DIESEL,7488.38,206229.9852,GROUP1
16/3/2018,2203054402,20042823,300155121,2203054402,กท.79-0644,DIESEL,9899.42,272630.0268,GROUP1
16/3/2018,2203054426,20052808,300606683,2203054426,กท.78-5932,DIESEL,6387.98,175924.9692,GROUP1
16/3/2018,2203054461,20085755,300376009,2203054461,กท.79-0144,DIESEL,9248.3,254698.182,GROUP1
16/3/2018,2203054463,20062528,300139827,2203054463,กท.79-0643,DIESEL,9632.74,265285.6596,GROUP1
16/3/2018,2203054466,20081768,300551736,2203054466,กท.78-6739,DIESEL,9967.32,274499.9928,GROUP1
16/3/2018,2203054467,20097790,300619606,2203054467,กท.79-0642,DIESEL,9867.2,271742.688,GROUP1
16/3/2018,2203054498,20095419,300654227,2203054498,กท.79-5843,DIESEL,9895.56,272523.7224,GROUP1
16/3/2018,2203054500,20053223,300458620,2203054500,กท.79-5584,DIESEL,8798.14,242300.7756,GROUP1
16/3/2018,2203054535,20087437,300866138,2203054535,นม.70-6730,DIESEL,9987.28,275049.6912,GROUP1
16/3/2018,2203054548,20019328,300334616,2203054548,ชม.70-5300,DIESEL,9911.74,272969.3196,GROUP1
16/3/2018,2203054580,20085542,300208918,2203054580,กท.77-8133,DIESEL,9037.14,248882.8356,GROUP1
16/3/2018,2203054625,20068514,300112874,2203054625,กท.79-3257,DIESEL,9600.46,264396.6684,GROUP1
16/3/2018,2203054657,20030170,300918473,2203054657,กท.79-5579,DIESEL,9535.7,262613.178,GROUP1
16/3/2018,2203054737,20060866,300175057,2203054737,กท.74-9067,DIESEL,8546.84,235379.9736,GROUP1
16/3/2018,2203054867,20045087,300670855,2203054867,กท.78-7993,DIESEL,9780.62,269358.2748,GROUP1
16/3/2018,2203054868,20028307,300229172,2203054868,กท.79-2717,DIESEL,8869.96,244278.6984,GROUP1
16/3/2018,2203054969,20026418,300741034,2203054969,กท.79-5584,DIESEL,9387.02,258518.5308,GROUP1
16/3/2018,2203054981,20075812,300153970,2203054981,ชม.70-5125,DIESEL,8841.24,243487.7496,GROUP1
16/3/2018,2203054982,20061961,300665879,2203054982,ชม.70-5420,DIESEL,9420.54,259441.6716,GROUP1
16/3/2018,2203055016,20057303,300931088,2203055016,ฉช.81-4230,DIESEL,9939.62,273737.1348,GROUP1
17/3/2018,2203055401,20020977,300234836,2203055401,ชม.70-4355,DIESEL,8035.48,224029.1824,GROUP1
17/3/2018,2203055403,20041092,300201553,2203055403,สค.70-6119,GASOHOL95,9568.64,302847.456,GROUP1
17/3/2018,2203055404,20079794,300710940,2203055404,ชม.70-4219,DIESEL,9938.4,277082.592,GROUP1
17/3/2018,2203055405,20090032,300234236,2203055405,ลพ.70-0785,DIESEL,9973.74,278067.8712,GROUP1
17/3/2018,2203055448,20054836,300514649,2203055448,ชม.70-5299,DIESEL,9664.04,269433.4352,GROUP1
17/3/2018,2203055451,20085515,300195440,2203055451,ฉช.82-8346,DIESEL,9888.74,275698.0712,GROUP1
17/3/2018,2203055456,20077069,300555477,2203055456,ลพ.70-0786,DIESEL,9142.26,254886.2088,GROUP1
17/3/2018,2203055460,20031758,300372228,2203055460,สค.70-4397,GASOHOL95,9967.9,315484.035,GROUP1
17/3/2018,2203055464,20067286,300890844,2203055464,สค.70-6123,DIESEL,9353.2,260767.216,GROUP1
17/3/2018,2203055510,20012134,300669365,2203055510,ชม.70-5302,DIESEL,9990.84,278544.6192,GROUP1
17/3/2018,2203055524,20098215,300658221,2203055524,สค.70-4333,GASOHOL95,9966.78,315448.587,GROUP1
17/3/2018,2203055525,20076929,300488285,2203055525,ฉช.82-8528,DIESEL,8583.54,239309.0952,GROUP1
17/3/2018,2203055526,20061895,300921786,2203055526,ฉช.82-4812,DIESEL,9921.74,276618.1112,GROUP1
17/3/2018,2203055544,20016925,300195138,2203055544,ชม.70-5301,DIESEL,9395.52,261947.0976,GROUP1
17/3/2018,2203055555,20040111,300631183,2203055555,ฉช.82-7170,DIESEL,9871.28,275211.2864,GROUP1
17/3/2018,2203055586,20038284,300307029,2203055586,ชม.70-5193,DIESEL,9943.62,277228.1256,GROUP1
17/3/2018,2203055594,20033256,300121944,2203055594,กท.76-4825,GASOHOL95,9194.16,290995.164,GROUP1
17/3/2018,2203055603,20087836,300210043,2203055603,สค.70-4335,GASOHOL95,9075.2,287230.08,GROUP1
17/3/2018,2203055626,20098892,300345532,2203055626,กท.79-1818,DIESEL,9649.76,269035.3088,GROUP1
17/3/2018,2203055631,20019878,300823295,2203055631,กท.79-0641,DIESEL,8140.14,226947.1032,GROUP1
17/3/2018,2203055665,20094864,300631876,2203055665,กท.60-4205,GASOHOL95,7870.18,249091.197,GROUP1
17/3/2018,2203055666,20090128,300799146,2203055666,กท.79-1961,DIESEL,9972.48,278032.7424,GROUP1
17/3/2018,2203055668,20084293,300959018,2203055668,กท.78-1149,DIESEL,9997.08,278718.5904,GROUP1
17/3/2018,2203055669,20079422,300699635,2203055669,สค.70-6125,DIESEL,9771.58,272431.6504,GROUP1
17/3/2018,2203055688,20033149,300592921,2203055688,ชม.70-5261,DIESEL,9209.4,256758.072,GROUP1
17/3/2018,2203055698,20042199,300273303,2203055698,กท.79-1830,DIESEL,9934.58,276976.0904,GROUP1
17/3/2018,2203055713,20020361,300721283,2203055713,กท.79-0643,DIESEL,7104.46,198072.3448,GROUP1
17/3/2018,2203055739,20043889,300919961,2203055739,กท.77-9738,DIESEL,9974.4,278086.272,GROUP1
17/3/2018,2203055758,20050158,300199122,2203055758,กท.79-0644,DIESEL,6865.98,191423.5224,GROUP1
17/3/2018,2203055765,20064848,300868822,2203055765,กท.74-9067,DIESEL,9441.54,263230.1352,GROUP1
17/3/2018,2203055774,20044785,300184367,2203055774,กท.77-8133,DIESEL,9012.56,251270.1728,GROUP1
17/3/2018,2203055781,20021615,300926177,2203055781,กท.79-0144,DIESEL,8733.66,243494.4408,GROUP1
17/3/2018,2203055787,20090538,300169524,2203055787,กท.74-9070,DIESEL,9469.88,264020.2544,GROUP1
17/3/2018,2203055797,20047018,300703115,2203055797,สค.70-3935,GASOHOL95,8880.56,281069.724,GROUP1
17/3/2018,2203055810,20055306,300402023,2203055810,กท.79-2716,DIESEL,9802.16,273284.2208,GROUP1
17/3/2018,2203055818,20036836,300323030,2203055818,กท.79-0841,DIESEL,9987.9,278462.652,GROUP1
17/3/2018,2203055820,20025102,300662471,2203055820,กท.79-5843,DIESEL,9878.32,275407.5616,GROUP1
17/3/2018,2203055821,20047014,300164989,2203055821,กท.79-0642,DIESEL,9999.96,278798.8848,GROUP1
17/3/2018,2203055826,20049616,300147801,2203055826,ชม.70-5122,DIESEL,9183.4,256033.192,GROUP1
17/3/2018,2203055857,20067315,300398380,2203055857,กท.78-6739,DIESEL,9049.46,252298.9448,GROUP1
17/3/2018,2203055871,20040178,300361746,2203055871,กท.78-6742,DIESEL,9553.96,266364.4048,GROUP1
