PO_NUMBER,PaymentNO,DATE,PARTOL_TYPE,O'ty,AMOUNT,Price/Liter,shipping Address,CompanyID,Companyname,TaxNumber,,,
2203055774,20044785,2018/03/17,DIESEL,9012.56,251270.1728,27.88,10006801,900631366,Sun Thailand,100546794,,,
2203055781,20021615,2018/03/17,DIESEL,8733.66,243494.4408,27.88,30040045,900983471,Ei Thailand,100463291,,,
2203055787,20090538,2018/03/17,DIESEL,9469.88,264020.2544,27.88,30038348,900698255,Umar Ltd.,100302101,,,
2203055797,20047018,2018/03/17,GASOHOL95,8880.56,281069.724,31.65,30028393,900729796,Costa Thailand,100355186,,,
2203055810,20055306,2018/03/17,DIESEL,9802.16,273284.2208,27.88,30038390,900756015,Haji PCL.,100387843,,,
2203055818,20036836,2018/03/17,DIESEL,9987.9,278462.652,27.88,30027174,900501135,Wen co.,100710837,,,
2203055820,20025102,2018/03/17,DIESEL,9878.32,275407.5616,27.88,10002256,900592522,Reddy Thailand,100250547,,,
2203055821,20047014,2018/03/17,DIESEL,9999.96,278798.8848,27.88,30018565,900181672,Hidayat Ltd.,100385000,,,
2203055826,20049616,2018/03/17,DIESEL,9183.4,256033.192,27.88,30045421,900696244,Ahmad Thailand,100602495,,,
2203055857,20067315,2018/03/17,DIESEL,9049.46,252298.9448,27.88,30023003,900850754,Salisu PCL.,100859619,,,
2203055871,20040178,2018/03/17,DIESEL,9553.96,266364.4048,27.88,30002244,900627148,Giri co.,100600643,,,
2203055885,20052652,2018/03/17,DIESEL,9543.5,266072.78,27.88,30019257,900173447,Maria co.,100555985,,,
2203055894,20023420,2018/03/17,DIESEL,7337.5,204569.5,27.88,30032990,900414716,Xie Thailand,100215174,,,
2203055903,20036910,2018/03/17,DIESEL,9484.78,264435.6664,27.88,30029534,900918894,Carl Thailand,100916021,,,
2203055919,20034254,2018/03/17,DIESEL,9544.56,266102.3328,27.88,30025789,900845721,Mark PCL.,100105284,,,
2203055946,20021993,2018/03/17,GASOHOL95,8382.06,265292.199,31.65,10008836,900655094,Wei co.,100274499,,,
2203056010,20065601,2018/03/17,DIESEL,9952.12,277465.1056,27.88,30003313,900809814,Patel Thailand,100450008,,,
2203056013,20067262,2018/03/17,DIESEL,9880.8,275476.704,27.88,30025508,900694980,Traore PCL.,100567330,,,
2203056058,20015464,2018/03/17,DIESEL,9314.44,259686.5872,27.88,30038347,900964090,António co.,100762579,,,
2203056138,20016542,2018/03/17,DIESEL,8090.08,225551.4304,27.88,30029534,900918894,Carl Thailand,100397921,,,
2203056206,20052200,2018/03/17,DIESEL,7971.8,222253.784,27.88,30043240,900149913,de Araujo Thailand,100830097,,,
2203056226,20086279,2018/03/17,DIESEL,9994.28,278640.5264,27.88,30029534,900918894,Carl Thailand,100184659,,,
2203056246,20043231,2018/03/17,DIESEL,7940.9,221392.292,27.88,30043240,900149913,de Araujo Thailand,100781953,,,
2203056278,20046760,2018/03/17,DIESEL,9916.64,276475.9232,27.88,30022767,900122252,Rodriguez co.,100246373,,,
2203056334,20084470,2018/03/17,GASOHOL95,8141.6,257681.64,31.65,30038362,900525719,Musa Thailand,100277317,,,
2203056336,20030589,2018/03/17,DIESEL,8549.38,238356.7144,27.88,30030400,900568300,Romero Thailand,100980328,,,
2203056337,20069311,2018/03/17,DIESEL,9998.32,278753.1616,27.88,10022050,900225687,Alan Ltd.,100606850,,,
2203056338,20040021,2018/03/17,GASOHOL95,9905.62,313512.873,31.65,30037192,900917745,Pinto Ltd.,100969959,,,
2203056345,20069818,2018/03/17,DIESEL,9696.22,270330.6136,27.88,30013037,900111220,Palacios PCL.,100416914,,,
2203056350,20021183,2018/03/17,GASOHOL95,7292.62,230811.423,31.65,30038348,900698255,Umar Ltd.,100461488,,,
2203056427,20045551,2018/03/17,DIESEL,8993.82,250747.7016,27.88,10008836,900655094,Wei co.,100564015,,,
2203056531,20070601,2018/03/17,DIESEL,9344.86,260534.6968,27.88,10011635,900392989,Michael PCL.,100893813,,,
2203056536,20075638,2018/03/17,GASOHOL95,8968.9,283865.685,31.65,10022543,900576142,Calderon co.,100113246,,,
2203056553,20053945,2018/03/17,DIESEL,9451,263493.88,27.88,10002966,900164770,Ahmad Ltd.,100406295,,,
2203056603,20017933,2018/03/17,DIESEL,9690.5,270171.14,27.88,10002921,900847393,Watanabe co.,100958544,,,
2203056650,20044446,2018/03/17,DIESEL,8304.98,231542.8424,27.88,30043240,900149913,de Araujo Thailand,100421138,,,
2203056765,20012171,2018/03/17,DIESEL,9919.88,276566.2544,27.88,30047221,900394623,Gabriel Thailand,100948839,,,
2203056780,20042262,2018/03/17,DIESEL,9771.32,272424.4016,27.88,30038390,900756015,Haji PCL.,100782541,,,
2203056785,20068313,2018/03/17,DIESEL,8809.48,245608.3024,27.88,30017362,900387596,Ponce co.,100226369,,,
2203056815,20093899,2018/03/17,DIESEL,7244.56,201978.3328,27.88,30040542,900309334,Robert Ltd.,100449181,,,
2203056843,20066481,2018/03/17,DIESEL,9656.82,269232.1416,27.88,30038348,900698255,Umar Ltd.,100330229,,,
2203056866,20068936,2018/03/17,DIESEL,9992.44,278589.2272,27.88,30000440,900182531,Mendoza Ltd.,100863289,,,
2203056876,20039434,2018/03/17,DIESEL,9671.1,269630.268,27.88,30038137,900619163,Molina Thailand,100821005,,,
2203056902,20032746,2018/03/17,DIESEL,9668.4,269554.992,27.88,30043240,900149913,de Araujo Thailand,100582187,,,
2203056915,20022177,2018/03/17,DIESEL,6605.88,184171.9344,27.88,30026514,900893009,Judith co.,100486647,,,
2203056946,20058627,2018/03/17,DIESEL,9830.24,274067.0912,27.88,10002917,900566996,Vieira Thailand,100976244,,,
2203056949,20075599,2018/03/17,DIESEL,9538.44,265931.7072,27.88,10021849,900943138,Tiwari co.,100949873,,,
2203056950,20038329,2018/03/17,GASOHOL95,8357.52,264515.508,31.65,10002758,900958892,Abdul co.,100190868,,,
2203056954,20042960,2018/03/17,DIESEL,9902.36,276077.7968,27.88,30040275,900878137,Chowdhury Ltd.,100593890,,,
2203056984,20085219,2018/03/17,DIESEL,9054.72,252445.5936,27.88,10002913,900998229,Wang co.,100889698,,,
2203057018,20077379,2018/03/17,DIESEL,8646.84,241073.8992,27.88,30027174,900501135,Wen co.,100710280,,,
2203057035,20084045,2018/03/17,DIESEL,9827.32,273985.6816,27.88,30038348,900698255,Umar Ltd.,100895085,,,
2203057087,20069331,2018/03/17,DIESEL,9094,253540.72,27.88,30032384,900260843,Paredes Thailand,100910637,,,
2203057114,20062399,2018/03/17,DIESEL,9621.84,268256.8992,27.88,30013992,900930667,Suarez Thailand,100230626,,,
2203057146,20066430,2018/03/17,DIESEL,9999.76,278793.3088,27.88,10012713,900497673,Ochoa Ltd.,100828495,,,
2203057148,20091036,2018/03/17,DIESEL,9542.04,266032.0752,27.88,10012334,900544783,Bux Ltd.,100947441,,,
2203057150,20085994,2018/03/17,DIESEL,9759.82,272103.7816,27.88,10002749,900732119,Philip Thailand,100759778,,,
2203057155,20075489,2018/03/17,DIESEL,9922.2,276630.936,27.88,30038348,900698255,Umar Ltd.,100632686,,,
2203057157,20016304,2018/03/17,DIESEL,9508.76,265104.2288,27.88,30044186,900392965,Doris Ltd.,100909822,,,
2203057160,20011454,2018/03/17,DIESEL,9897.06,275930.0328,27.88,30003071,900529293,Andrade co.,100852925,,,
2203057176,20040658,2018/03/17,DIESEL,9466.98,263939.4024,27.88,30000420,900936124,Tran co.,100374906,,,
2203057180,20077639,2018/03/17,DIESEL,8715.56,242989.8128,27.88,30038347,900964090,António co.,100634858,,,
2203057185,20015674,2018/03/17,DIESEL,9403.34,262165.1192,27.88,30038348,900698255,Umar Ltd.,100127297,,,
2203057187,20047314,2018/03/17,DIESEL,9705.26,270582.6488,27.88,30043240,900149913,de Araujo Thailand,100872280,,,
2203057203,20021348,2018/03/17,DIESEL,9973.24,278053.9312,27.88,10003026,900616242,Shafi co.,100939297,,,
2203057220,20013448,2018/03/17,DIESEL,8111.26,226141.9288,27.88,30024855,900379336,Michael co.,100329310,,,
2203057290,20068586,2018/03/17,DIESEL,9919.28,276549.5264,27.88,30000448,900466998,Rahim Thailand,100986903,,,
2203057358,20039947,2018/03/17,DIESEL,9951.3,277442.244,27.88,30000425,900302592,Kwon PCL.,100107981,,,
2203057368,20071843,2018/03/17,DIESEL,9194.5,256342.66,27.88,10002692,900626845,Benitez co.,100850230,,,
2203057468,20038712,2018/03/17,DIESEL,9852.44,274686.0272,27.88,30038348,900698255,Umar Ltd.,100291602,,,
2203057470,20018234,2018/03/17,DIESEL,9704.62,270564.8056,27.88,30038348,900698255,Umar Ltd.,100766523,,,
2203057479,20043650,2018/03/17,GASOHOL95,9994.54,316327.191,31.65,10022583,900148099,Almeida Thailand,100397238,,,
2203057482,20088137,2018/03/17,DIESEL,8393.06,233998.5128,27.88,10022660,900436502,Henry Ltd.,100799125,,,
2203057484,20099200,2018/03/17,GASOHOL95,9840.48,311451.192,31.65,10022660,900436502,Henry Ltd.,100391269,,,
2203057485,20083136,2018/03/17,GASOHOL95,9122.8,288736.62,31.65,10022660,900436502,Henry Ltd.,100221570,,,
2203057568,20043479,2018/03/17,DIESEL,9780.94,272692.6072,27.88,30029534,900918894,Carl Thailand,100305388,,,
2203057594,20016694,2018/03/17,DIESEL,9998.42,278755.9496,27.88,10020965,900619874,Brenda Thailand,100924413,,,
2203057595,20024320,2018/03/17,DIESEL,9916.1,276460.868,27.88,30038348,900698255,Umar Ltd.,100830933,,,
2203057604,20042916,2018/03/17,DIESEL,9605.48,267800.7824,27.88,30038347,900964090,António co.,100527487,,,
2203057607,20097403,2018/03/17,DIESEL,9770.78,272409.3464,27.88,30038348,900698255,Umar Ltd.,100165105,,,
2203057624,20084997,2018/03/17,DIESEL,7750.06,216071.6728,27.88,30028859,900914033,Mukherjee co.,100761085,,,
2203057627,20071885,2018/03/17,DIESEL,9008.92,251168.6896,27.88,10008093,900552593,Jana co.,100223763,,,
2203057640,20044463,2018/03/17,DIESEL,9993.32,278613.7616,27.88,30029534,900918894,Carl Thailand,100341278,,,
2203057671,20054958,2018/03/17,DIESEL,9976.96,278157.6448,27.88,30043681,900126554,Hosseini Thailand,100388635,,,
2203057713,20055590,2018/03/17,DIESEL,8510.5,237272.74,27.88,30031412,900142243,Aden Ltd.,100808509,,,
2203058052,20041810,2018/03/18,GASOHOL95,9976.2,308264.58,30.9,10023257,900291505,Yuan Thailand,100774721,,,
2203058053,20092599,2018/03/18,DIESEL,9966.86,275583.679,27.65,30038390,900756015,Haji PCL.,100989386,,,
2203058054,20067442,2018/03/18,GASOHOL95,9425.54,291249.186,30.9,30038390,900756015,Haji PCL.,100624540,,,
2203058105,20096219,2018/03/18,GASOHOL95,9925.2,306688.68,30.9,30038348,900698255,Umar Ltd.,100764213,,,
2203058137,20081164,2018/03/18,GASOHOL95,9929.96,306835.764,30.9,30038390,900756015,Haji PCL.,100583662,,,
2203058162,20057737,2018/03/18,DIESEL,9883.8,273287.07,27.65,30038390,900756015,Haji PCL.,100851619,,,
2203058172,20067302,2018/03/18,DIESEL,9919.68,274279.152,27.65,10001147,900585243,Guevara Thailand,100643022,,,
2203058200,20093904,2018/03/18,DIESEL,9823.64,271623.646,27.65,30022248,900726433,Bala PCL.,100629626,,,
2203058253,20071004,2018/03/18,DIESEL,9894.48,273582.372,27.65,10022437,900106198,Kadam Ltd.,100723731,,,
2203058268,20091384,2018/03/18,GASOHOL95,9788.4,302461.56,30.9,30013037,900111220,Palacios PCL.,100918210,,,
2203058346,20029181,2018/03/18,DIESEL,7212.92,199437.238,27.65,30028180,900447002,Amir PCL.,100449194,,,
2203058349,20056864,2018/03/18,DIESEL,9795.58,270847.787,27.65,30027174,900501135,Wen co.,100469802,,,
2203058361,20023443,2018/03/18,DIESEL,7984.98,220784.697,27.65,30038348,900698255,Umar Ltd.,100898093,,,
2203058372,20017174,2018/03/18,DIESEL,9931.64,274609.846,27.65,30038390,900756015,Haji PCL.,100742612,,,
2203058386,20088851,2018/03/18,GASOHOL95,9999.32,308978.988,30.9,30005679,900402782,Chowdhury PCL.,100708471,,,
2203058391,20023029,2018/03/18,DIESEL,9130.06,252446.159,27.65,30038390,900756015,Haji PCL.,100697200,,,
2203058397,20028613,2018/03/18,DIESEL,9985.18,276090.227,27.65,10002244,900787895,Gul co.,100923892,,,
2203058404,20017796,2018/03/18,DIESEL,9418.36,260417.654,27.65,10001126,900617086,Petrova Thailand,100139116,,,
2203058453,20029116,2018/03/18,DIESEL,8054.24,222699.736,27.65,10008836,900655094,Wei co.,100872512,,,
2203058467,20087424,2018/03/18,GASOHOL95,9967.88,308007.492,30.9,10002695,900895048,Aliyu co.,100919466,,,
2203058476,20068425,2018/03/18,DIESEL,9991.42,276262.763,27.65,30002244,900627148,Giri co.,100687635,,,
2203058489,20052098,2018/03/18,DIESEL,9716.9,268672.285,27.65,30038362,900525719,Musa Thailand,100891420,,,
2203058501,20071492,2018/03/18,DIESEL,9930.28,274572.242,27.65,10002877,900420943,Gomez PCL.,100876873,,,
2203058525,20081072,2018/03/18,DIESEL,9265.58,256193.287,27.65,30000417,900541792,Hou Thailand,100184606,,,
2203058561,20018068,2018/03/18,DIESEL,9583.22,264976.033,27.65,10021783,900653239,Jeremy co.,100865495,,,
2203058577,20019030,2018/03/18,DIESEL,9847.94,272295.541,27.65,10002256,900592522,Reddy Thailand,100296630,,,
2203058590,20013772,2018/03/18,DIESEL,9998.08,276446.912,27.65,30013992,900930667,Suarez Thailand,100120034,,,
2203058620,20096899,2018/03/18,DIESEL,9997.52,276431.428,27.65,30000448,900466998,Rahim Thailand,100507202,,,
2203058689,20078784,2018/03/18,GASOHOL95,9423.44,291184.296,30.9,30021092,900432589,Tong PCL.,100830904,,,
2203058746,20037124,2018/03/18,DIESEL,8336.26,230497.589,27.65,30045843,900536133,Meyer Thailand,100459923,,,
2203058752,20027185,2018/03/18,GASOHOL95,7674.32,237136.488,30.9,10002692,900626845,Benitez co.,100791420,,,
2203058786,20086766,2018/03/18,DIESEL,9791.9,270746.035,27.65,30034185,900683047,Barbosa Thailand,100790637,,,
2203058793,20038046,2018/03/18,DIESEL,9176.16,253720.824,27.65,30038390,900756015,Haji PCL.,100133004,,,
2203058807,20043336,2018/03/18,DIESEL,7009.84,193822.076,27.65,10007890,900463018,Pang co.,100164499,,,
2203058842,20098648,2018/03/18,DIESEL,9917.7,274224.405,27.65,30013435,900944155,Parker co.,100548024,,,
2203058891,20054653,2018/03/18,DIESEL,9994.28,276341.842,27.65,30029534,900918894,Carl Thailand,100699826,,,
2203058944,20094533,2018/03/18,DIESEL,7482.7,206896.655,27.65,30043240,900149913,de Araujo Thailand,100677361,,,
2203059013,20085449,2018/03/18,DIESEL,9315.44,257571.916,27.65,30029534,900918894,Carl Thailand,100426243,,,
2203059130,20013050,2018/03/18,DIESEL,9919.64,274278.046,27.65,10020687,900192203,Xue PCL.,100886588,,,
2203059316,20041785,2018/03/18,DIESEL,8626.04,238510.006,27.65,30029534,900918894,Carl Thailand,100672819,,,
2203059333,20035759,2018/03/18,DIESEL,9908.88,273980.532,27.65,30038459,900889853,Pramanik co.,100739614,,,
2203059356,20022080,2018/03/18,DIESEL,9899.86,273731.129,27.65,10002966,900164770,Ahmad Ltd.,100930514,,,
2203059392,20037032,2018/03/18,DIESEL,9324.58,257824.637,27.65,30027174,900501135,Wen co.,100494783,,,
2203059454,20047798,2018/03/18,DIESEL,7602.98,210222.397,27.65,10002921,900847393,Watanabe co.,100538612,,,
2203059467,20092796,2018/03/18,DIESEL,9823.54,271620.881,27.65,30038348,900698255,Umar Ltd.,100833881,,,
2203059481,20095670,2018/03/18,DIESEL,7535.86,208366.529,27.65,10002749,900732119,Philip Thailand,100730240,,,
2203059484,20086268,2018/03/18,DIESEL,9999.96,276498.894,27.65,30038348,900698255,Umar Ltd.,100364836,,,
2203059580,20017254,2018/03/18,DIESEL,9319.88,257694.682,27.65,30009314,900538633,Vaghel Thailand,100592395,,,
2203059614,20097667,2018/03/18,DIESEL,8947.04,247385.656,27.65,10008836,900655094,Wei co.,100833533,,,
2203059649,20033886,2018/03/18,DIESEL,9997.12,276420.368,27.65,10021385,900416393,Shirley Thailand,100375197,,,
2203059712,20057980,2018/03/18,DIESEL,9029.04,249652.956,27.65,30040275,900878137,Chowdhury Ltd.,100956607,,,
2203059782,20067561,2018/03/18,DIESEL,9989.12,276199.168,27.65,30038348,900698255,Umar Ltd.,100482705,,,
2203059785,20019921,2018/03/18,DIESEL,6711.14,185563.021,27.65,30024768,900386218,Min Thailand,100249889,,,
2203059800,20053164,2018/03/18,DIESEL,6735.18,186227.727,27.65,10002812,900769545,Afzal Ltd.,100189146,,,
2203059904,20052313,2018/03/18,DIESEL,9683.1,267737.715,27.65,10002698,900932216,Banda PCL.,100371513,,,
2203059922,20020041,2018/03/18,DIESEL,9202.6,254451.89,27.65,30038348,900698255,Umar Ltd.,100379102,,,
2203059936,20093250,2018/03/18,DIESEL,9967.14,275591.421,27.65,10003015,900330006,Hadi PCL.,100502649,,,
2203059952,20034061,2018/03/18,DIESEL,9719.92,268755.788,27.65,30038348,900698255,Umar Ltd.,100972284,,,
2203059988,20053392,2018/03/18,DIESEL,9691.06,267957.809,27.65,10011634,900162949,Eze Ltd.,100985064,,,
2203059989,20046998,2018/03/18,DIESEL,9991.88,276275.482,27.65,10002758,900958892,Abdul co.,100373190,,,
2203060011,20046073,2018/03/18,DIESEL,9972.4,275736.86,27.65,10021768,900883686,Pal PCL.,100629479,,,
2203060030,20079700,2018/03/18,DIESEL,9965.2,275537.78,27.65,30029534,900918894,Carl Thailand,100933031,,,
2203060034,20031173,2018/03/18,DIESEL,9146.64,252904.596,27.65,30033326,900333068,Gonçalves co.,100819613,,,
2203060043,20050747,2018/03/18,DIESEL,9629.76,266262.864,27.65,30013992,900930667,Suarez Thailand,100840018,,,
2203060051,20023462,2018/03/18,DIESEL,5857.64,161963.746,27.65,30038348,900698255,Umar Ltd.,100137542,,,
2203060089,20059662,2018/03/18,DIESEL,9879.76,273175.364,27.65,30000420,900936124,Tran co.,100998895,,,
2203060122,20034162,2018/03/18,DIESEL,9846.84,272265.126,27.65,30000448,900466998,Rahim Thailand,100861405,,,
2203060146,20098994,2018/03/18,DIESEL,9930.32,274573.348,27.65,30037192,900917745,Pinto Ltd.,100818866,,,
2203060175,20068042,2018/03/18,DIESEL,9666.56,267280.384,27.65,30038348,900698255,Umar Ltd.,100791500,,,
2203060245,20033708,2018/03/18,DIESEL,9942.66,274914.549,27.65,30029534,900918894,Carl Thailand,100744227,,,
2203060271,20075763,2018/03/18,DIESEL,9716.02,268647.953,27.65,30038348,900698255,Umar Ltd.,100230934,,,
2203060330,20085851,2018/03/18,DIESEL,9151.56,253040.634,27.65,30038348,900698255,Umar Ltd.,100199855,,,
2203060339,20024325,2018/03/18,DIESEL,9782.4,270483.36,27.65,30038390,900756015,Haji PCL.,100991213,,,
2203060379,20044864,2018/03/18,DIESEL,7877.8,217821.17,27.65,30038347,900964090,António co.,100563265,,,
2203060383,20058754,2018/03/18,DIESEL,8205.04,226869.356,27.65,10002692,900626845,Benitez co.,100630291,,,
2203060413,20011639,2018/03/18,DIESEL,9352.98,258609.897,27.65,10002739,900608159,de La Cruz PCL.,100248132,,,
2203060436,20029121,2018/03/18,DIESEL,9904.7,273864.955,27.65,10020965,900619874,Brenda Thailand,100480399,,,
2203060438,20099079,2018/03/18,DIESEL,6597.84,182430.276,27.65,30001090,900464445,Adamu co.,100703910,,,
2203060604,20023627,2018/03/18,DIESEL,9997.26,276424.239,27.65,30018141,900527094,Machado PCL.,100275478,,,
2203060781,20015379,2018/03/18,DIESEL,7547.14,208678.421,27.65,30029534,900918894,Carl Thailand,100617667,,,
2203060809,20090858,2018/03/18,DIESEL,9358.32,258757.548,27.65,30029534,900918894,Carl Thailand,100452243,,,
2203060835,20056523,2018/03/18,DIESEL,5424.68,149992.402,27.65,10011633,900811118,Jeremy Ltd.,100170055,,,
2203061161,20031722,2018/03/19,DIESEL,9189.84,252261.108,27.45,30038390,900756015,Haji PCL.,100197386,,,
2203061162,20075760,2018/03/19,DIESEL,9148.26,251119.737,27.45,30038348,900698255,Umar Ltd.,100437618,,,
2203061163,20066616,2018/03/19,GASOHOL95,7476.34,228402.187,30.55,30038390,900756015,Haji PCL.,100321079,,,
2203061164,20077032,2018/03/19,DIESEL,9640.9,264642.705,27.45,30038390,900756015,Haji PCL.,100224453,,,
2203061166,20053230,2018/03/19,DIESEL,8609.92,236342.304,27.45,30038348,900698255,Umar Ltd.,100695026,,,
2203061167,20038208,2018/03/19,GASOHOL95,9891.02,302170.661,30.55,30038390,900756015,Haji PCL.,100798518,,,
2203061204,20091837,2018/03/19,GASOHOL95,9200.28,281068.554,30.55,30038390,900756015,Haji PCL.,100348925,,,
2203061214,20076571,2018/03/19,DIESEL,9435.42,259002.279,27.45,30038348,900698255,Umar Ltd.,100187954,,,
2203061224,20050591,2018/03/19,DIESEL,9802,269064.9,27.45,30038348,900698255,Umar Ltd.,100522192,,,
2203061234,20042395,2018/03/19,DIESEL,9965.1,273541.995,27.45,30038348,900698255,Umar Ltd.,100992623,,,
2203061240,20068191,2018/03/19,DIESEL,9347,256575.15,27.45,30038390,900756015,Haji PCL.,100435205,,,
2203061247,20073940,2018/03/19,DIESEL,9390.84,257778.558,27.45,10022031,900519568,Imran Thailand,100329239,,,
2203061278,20051550,2018/03/19,DIESEL,9995.88,274386.906,27.45,30038348,900698255,Umar Ltd.,100341976,,,
2203061299,20014451,2018/03/19,DIESEL,8321.16,228415.842,27.45,30038347,900964090,António co.,100748612,,,
2203061300,20038969,2018/03/19,DIESEL,7838.26,215160.237,27.45,30034185,900683047,Barbosa Thailand,100369931,,,
2203061333,20016421,2018/03/19,GASOHOL95,9999.66,305489.613,30.55,30038348,900698255,Umar Ltd.,100882893,,,
2203061335,20014867,2018/03/19,DIESEL,9961.3,273437.685,27.45,30040275,900878137,Chowdhury Ltd.,100413729,,,
2203061336,20060615,2018/03/19,DIESEL,9991.68,274271.616,27.45,30038390,900756015,Haji PCL.,100734148,,,
2203061339,20011089,2018/03/19,GASOHOL95,9690.4,296041.72,30.55,10002692,900626845,Benitez co.,100670723,,,
2203061340,20097823,2018/03/19,DIESEL,9601.2,263552.94,27.45,30038390,900756015,Haji PCL.,100958256,,,
2203061368,20032324,2018/03/19,DIESEL,8526.12,234041.994,27.45,10002256,900592522,Reddy Thailand,100419131,,,
2203061370,20088825,2018/03/19,DIESEL,8964.52,246076.074,27.45,30024855,900379336,Michael co.,100838706,,,
2203061372,20033808,2018/03/19,DIESEL,9249.24,253891.638,27.45,30023005,900301370,Siddique co.,100891665,,,
2203061380,20038606,2018/03/19,DIESEL,9641.5,264659.175,27.45,10002227,900692693,Wayne PCL.,100132413,,,
2203061383,20098721,2018/03/19,DIESEL,9730.96,267114.852,27.45,30038348,900698255,Umar Ltd.,100872121,,,
2203061389,20038986,2018/03/19,DIESEL,9999.98,274499.451,27.45,30000449,900100592,Manjhi PCL.,100331982,,,
2203061392,20052350,2018/03/19,GASOHOL95,9699.18,296309.949,30.55,30045819,900929839,Silva Ltd.,100764337,,,
2203061394,20080438,2018/03/19,DIESEL,8805.94,241723.053,27.45,30038390,900756015,Haji PCL.,100183100,,,
2203061401,20087818,2018/03/19,DIESEL,9282.04,254791.998,27.45,10008836,900655094,Wei co.,100872515,,,
2203061409,20029403,2018/03/19,DIESEL,9999.68,274491.216,27.45,30038390,900756015,Haji PCL.,100632576,,,
2203061413,20047401,2018/03/19,DIESEL,9759.94,267910.353,27.45,30000448,900466998,Rahim Thailand,100554783,,,
2203061417,20077315,2018/03/19,GASOHOL95,7571.52,231309.936,30.55,30029534,900918894,Carl Thailand,100650891,,,
2203061441,20063406,2018/03/19,DIESEL,9516.36,261224.082,27.45,10021849,900943138,Tiwari co.,100558639,,,
2203061444,20057562,2018/03/19,DIESEL,9952.26,273189.537,27.45,30043240,900149913,de Araujo Thailand,100157525,,,
2203061445,20015852,2018/03/19,DIESEL,9742.92,267443.154,27.45,30029534,900918894,Carl Thailand,100659107,,,
2203061447,20016407,2018/03/19,DIESEL,8421.8,231178.41,27.45,10001126,900617086,Petrova Thailand,100655273,,,
2203061460,20040294,2018/03/19,DIESEL,9993.62,274324.869,27.45,30043240,900149913,de Araujo Thailand,100836309,,,
2203061461,20092671,2018/03/19,DIESEL,7952.4,218293.38,27.45,30000425,900302592,Kwon PCL.,100215541,,,
2203061462,20088640,2018/03/19,DIESEL,9999.32,274481.334,27.45,30029534,900918894,Carl Thailand,100676154,,,
2203061468,20036618,2018/03/19,DIESEL,7741.84,212513.508,27.45,30038348,900698255,Umar Ltd.,100431640,,,
2203061471,20054049,2018/03/19,DIESEL,8056.84,221160.258,27.45,30038347,900964090,António co.,100226713,,,
2203061493,20063485,2018/03/19,DIESEL,9989.06,274199.697,27.45,30027174,900501135,Wen co.,100584084,,,
2203061554,20052934,2018/03/19,DIESEL,9714.58,266665.221,27.45,30037192,900917745,Pinto Ltd.,100404453,,,
2203061572,20091247,2018/03/19,DIESEL,8863.62,243306.369,27.45,30000448,900466998,Rahim Thailand,100886369,,,
2203061575,20019426,2018/03/19,DIESEL,9988.94,274196.403,27.45,10021385,900416393,Shirley Thailand,100370322,,,
2203061595,20068308,2018/03/19,DIESEL,9945.7,273009.465,27.45,10008836,900655094,Wei co.,100217470,,,
2203061600,20011354,2018/03/19,DIESEL,9947.18,273050.091,27.45,30038348,900698255,Umar Ltd.,100189676,,,
2203061607,20019999,2018/03/19,DIESEL,9717.94,266757.453,27.45,30038348,900698255,Umar Ltd.,100193130,,,
2203061625,20016872,2018/03/19,DIESEL,9076.5,249149.925,27.45,30029534,900918894,Carl Thailand,100798731,,,
2203061643,20022703,2018/03/19,DIESEL,9999.98,274499.451,27.45,30038347,900964090,António co.,100264800,,,
2203061645,20075217,2018/03/19,DIESEL,9877.54,271138.473,27.45,30038390,900756015,Haji PCL.,100175781,,,
2203061649,20040680,2018/03/19,DIESEL,9900.36,271764.882,27.45,30017758,900504732,Santos PCL.,100345658,,,
2203061654,20078665,2018/03/19,GASOHOL95,9258.16,282836.788,30.55,30038348,900698255,Umar Ltd.,100666635,,,
2203061717,20048595,2018/03/19,DIESEL,9632.74,264418.713,27.45,30000441,900265470,Solomon Ltd.,100842125,,,
2203061722,20063871,2018/03/19,DIESEL,9586.12,263138.994,27.45,10002692,900626845,Benitez co.,100216881,,,
2203061742,20070089,2018/03/19,DIESEL,9970.28,273684.186,27.45,30025789,900845721,Mark PCL.,100688845,,,
2203061745,20022989,2018/03/19,DIESEL,9664,265276.8,27.45,10002758,900958892,Abdul co.,100667649,,,
2203061748,20054679,2018/03/19,DIESEL,8889.96,244029.402,27.45,30034185,900683047,Barbosa Thailand,100901650,,,
2203061756,20041000,2018/03/19,DIESEL,9652.44,264959.478,27.45,30038348,900698255,Umar Ltd.,100839385,,,
2203061770,20055857,2018/03/19,DIESEL,9569,262669.05,27.45,10002917,900566996,Vieira Thailand,100460494,,,
2203061818,20047749,2018/03/19,DIESEL,9475.5,260102.475,27.45,30038348,900698255,Umar Ltd.,100804762,,,
2203061869,20036925,2018/03/19,DIESEL,7506.32,206048.484,27.45,30029534,900918894,Carl Thailand,100689497,,,
2203061896,20095539,2018/03/19,DIESEL,9405.72,258187.014,27.45,30013992,900930667,Suarez Thailand,100194062,,,
2203061907,20033675,2018/03/19,DIESEL,9794.34,268854.633,27.45,30043240,900149913,de Araujo Thailand,100237134,,,
2203061949,20058356,2018/03/19,DIESEL,9994.38,274345.731,27.45,30013991,900740471,Mei co.,100380323,,,
2203061953,20066029,2018/03/19,DIESEL,9929.76,272571.912,27.45,30038348,900698255,Umar Ltd.,100635741,,,
